timestamp,atm_id,hostname,os_version,cpu_usage_percent,memory_used_mb,memory_total_mb,memory_usage_percent,disk_read_bytes_per_sec,disk_write_bytes_per_sec,disk_free_gb,network_bytes_sent_per_sec,network_bytes_recv_per_sec,network_errors,process_count,system_uptime_seconds,event_log_errors_last_min,_anomaly
2026-03-24T12:20:00+00:00,ATM-GB-0003,host-atm-gb-0003,Windows-Server-2019,25.07,690,4096,16.85,3651.61,3719.72,45.04,2509.24,3458.54,0,120,60676,0,
2026-03-24T12:20:00+00:00,ATM-GB-0004,host-atm-gb-0004,Windows-Server-2019,34.76,551,4096,13.45,67.19,3286.22,141.11,8933.53,6751.39,0,97,6136,0,
2026-03-24T12:21:00+00:00,ATM-GB-0001,host-atm-gb-0001,Windows-Server-2019,7.51,611,4096,14.92,470.38,2108.64,134.94,6385.58,9249.12,0,110,48288,0,
2026-03-24T12:21:00+00:00,ATM-GB-0002,host-atm-gb-0002,Windows-Server-2019,6.34,1489,4096,36.35,3480.56,2924.48,150.53,6978.09,4565.68,0,120,23360,0,
2026-03-24T12:21:00+00:00,ATM-GB-0003,host-atm-gb-0003,Windows-Server-2019,20.05,1431,4096,34.94,4115.17,832.23,77.97,2228.94,4438.2,0,120,53920,0,
2026-03-24T12:21:00+00:00,ATM-GB-0004,host-atm-gb-0004,Windows-Server-2019,20.52,575,4096,14.04,1214.27,1985.93,134.74,8160.57,2670.81,0,85,30365,0,
2026-03-24T12:22:00+00:00,ATM-GB-0001,host-atm-gb-0001,Windows-Server-2019,7.32,1342,4096,32.76,3051.06,4089.16,140.68,3223.5,4707.7,0,117,69763,0,
2026-03-24T12:22:00+00:00,ATM-GB-0002,host-atm-gb-0002,Windows-Server-2019,25.79,530,4096,12.94,1088.99,4960.79,132.95,6996.45,3605.76,0,109,52427,0,
2026-03-24T12:22:00+00:00,ATM-GB-0003,host-atm-gb-0003,Windows-Server-2019,19.42,508,4096,12.4,2509.67,661.7,125.44,6392.61,8375.42,0,90,74342,0,
2026-03-24T12:22:00+00:00,ATM-GB-0004,host-atm-gb-0004,Windows-Server-2019,22.01,1308,4096,31.93,4154.17,126.85,72.3,1554.41,2351.22,0,106,27138,0,
2026-03-24T12:23:00+00:00,ATM-GB-0001,host-atm-gb-0001,Windows-Server-2019,7.44,745,4096,18.19,1113.79,2336.01,111.2,1570.66,1756.05,0,120,44829,0,
2026-03-24T12:23:00+00:00,ATM-GB-0002,host-atm-gb-0002,Windows-Server-2019,34.32,1436,4096,35.06,2273.92,4943.0,146.41,9173.16,4481.72,0,107,10672,0,
2026-03-24T12:23:00+00:00,ATM-GB-0003,host-atm-gb-0003,Windows-Server-2019,24.37,425,4096,10.38,876.11,1580.84,149.82,6401.23,4681.09,0,100,61949,0,
2026-03-24T12:23:00+00:00,ATM-GB-0004,host-atm-gb-0004,Windows-Server-2019,9.56,522,4096,12.74,4495.94,1580.72,68.88,7361.18,9692.04,0,98,28581,0,
2026-03-24T12:24:00+00:00,ATM-GB-0001,host-atm-gb-0001,Windows-Server-2019,20.85,638,4096,15.58,3323.85,1845.83,93.95,8550.11,6437.8,0,88,23598,0,
2026-03-24T12:24:00+00:00,ATM-GB-0002,host-atm-gb-0002,Windows-Server-2019,14.22,760,4096,18.55,1424.56,1949.84,76.1,7809.17,1104.76,0,118,83069,0,
2026-03-24T12:24:00+00:00,ATM-GB-0003,host-atm-gb-0003,Windows-Server-2019,20.92,1214,4096,29.64,1151.72,4199.34,17.41,2901.5,1087.85,0,115,41043,0,
2026-03-24T12:24:00+00:00,ATM-GB-0004,host-atm-gb-0004,Windows-Server-2019,11.46,553,4096,13.5,1486.74,4909.07,23.7,6858.17,6708.8,0,82,19782,0,
2026-03-24T12:25:00+00:00,ATM-GB-0001,host-atm-gb-0001,Windows-Server-2019,38.09,834,4096,20.36,3077.42,2486.33,122.16,6566.69,157.81,0,93,45813,0,
2026-03-24T12:25:00+00:00,ATM-GB-0002,host-atm-gb-0002,Windows-Server-2019,21.38,455,4096,11.11,3606.42,240.18,132.1,8410.16,2256.73,0,117,63700,0,
2026-03-24T12:25:00+00:00,ATM-GB-0003,host-atm-gb-0003,Windows-Server-2019,29.02,919,4096,22.44,2337.39,3050.58,86.02,9579.0,3781.03,0,119,61782,0,
2026-03-24T12:25:00+00:00,ATM-GB-0004,host-atm-gb-0004,Windows-Server-2019,22.01,568,4096,13.87,2898.3,379.5,99.68,6675.23,6014.21,0,120,35954,0,
2026-03-24T12:26:00+00:00,ATM-GB-0001,host-atm-gb-0001,Windows-Server-2019,35.2,1180,4096,28.81,171.55,547.1,173.17,1438.37,4876.55,0,91,61934,0,
2026-03-24T12:26:00+00:00,ATM-GB-0002,host-atm-gb-0002,Windows-Server-2019,35.4,668,4096,16.31,2911.28,703.88,29.19,9183.37,3609.38,0,100,15013,0,
2026-03-24T12:26:00+00:00,ATM-GB-0003,host-atm-gb-0003,Windows-Server-2019,14.72,1109,4096,27.08,4691.49,666.52,32.32,3361.33,8936.12,0,108,55040,0,
2026-03-24T12:26:00+00:00,ATM-GB-0004,host-atm-gb-0004,Windows-Server-2019,10.02,534,4096,13.04,29.43,1844.29,50.02,4255.49,7732.88,0,101,16301,0,
2026-03-24T12:27:00+00:00,ATM-GB-0001,host-atm-gb-0001,Windows-Server-2019,21.96,523,4096,12.77,3467.09,4846.7,86.49,6807.27,732.71,0,101,25605,0,
2026-03-24T12:27:00+00:00,ATM-GB-0002,host-atm-gb-0002,Windows-Server-2019,22.07,823,4096,20.09,359.72,2432.01,61.79,5227.19,6295.8,0,88,54713,0,
2026-03-24T12:27:00+00:00,ATM-GB-0003,host-atm-gb-0003,Windows-Server-2019,29.7,555,4096,13.55,4198.84,2957.11,143.0,4344.49,5290.55,0,83,67521,0,
2026-03-24T12:27:00+00:00,ATM-GB-0004,host-atm-gb-0004,Windows-Server-2019,27.46,1477,4096,36.06,807.0,4132.1,96.95,8568.77,6929.8,0,89,53627,0,
2026-03-24T12:28:00+00:00,ATM-GB-0001,host-atm-gb-0001,Windows-Server-2019,28.16,1167,4096,28.49,951.94,2749.44,179.63,7462.42,6486.83,0,80,68458,0,
2026-03-24T12:28:00+00:00,ATM-GB-0002,host-atm-gb-0002,Windows-Server-2019,29.58,1149,4096,28.05,2361.68,2430.22,107.11,6752.18,1439.09,0,101,60178,0,
2026-03-24T12:28:00+00:00,ATM-GB-0003,host-atm-gb-0003,Windows-Server-2019,19.26,732,4096,17.87,2446.37,4666.51,50.87,5139.77,4901.32,0,112,5944,0,
2026-03-24T12:28:00+00:00,ATM-GB-0004,host-atm-gb-0004,Windows-Server-2019,39.56,965,4096,23.56,2338.48,1389.44,197.06,5947.13,3745.0,0,101,17111,0,
2026-03-24T12:29:00+00:00,ATM-GB-0001,host-atm-gb-0001,Windows-Server-2019,25.01,939,4096,22.92,3080.03,1461.05,194.27,3466.1,2001.61,0,104,46100,0,
2026-03-24T12:29:00+00:00,ATM-GB-0002,host-atm-gb-0002,Windows-Server-2019,39.55,736,4096,17.97,480.71,4342.61,187.37,7917.4,646.42,0,106,42103,0,
2026-03-24T12:29:00+00:00,ATM-GB-0003,host-atm-gb-0003,Windows-Server-2019,15.91,818,4096,19.97,382.55,4351.89,185.29,97.94,5967.42,0,110,77609,0,
2026-03-24T12:29:00+00:00,ATM-GB-0004,host-atm-gb-0004,Windows-Server-2019,24.17,892,4096,21.78,1881.06,1479.19,107.08,6707.6,4329.7,0,85,37289,0,
2026-03-24T12:30:00+00:00,ATM-GB-0001,host-atm-gb-0001,Windows-Server-2019,12.38,950,4096,23.19,613.47,3288.36,158.46,3925.73,8200.01,0,88,54903,0,
2026-03-24T12:30:00+00:00,ATM-GB-0002,host-atm-gb-0002,Windows-Server-2019,34.08,1086,4096,26.51,3273.58,3506.9,75.32,5983.58,9955.99,0,97,29854,0,
2026-03-24T12:30:00+00:00,ATM-GB-0003,host-atm-gb-0003,Windows-Server-2019,19.83,513,4096,12.52,1405.71,4391.0,189.99,6232.6,1510.99,0,91,69627,0,
2026-03-24T12:30:00+00:00,ATM-GB-0004,host-atm-gb-0004,Windows-Server-2019,8.34,929,4096,22.68,603.62,3264.15,113.07,8887.42,2676.36,0,97,83479,0,
2026-03-24T12:31:00+00:00,ATM-GB-0001,host-atm-gb-0001,Windows-Server-2019,6.6,1244,4096,30.37,3014.5,2680.29,97.43,8029.27,6844.17,0,101,58690,0,
2026-03-24T12:31:00+00:00,ATM-GB-0002,host-atm-gb-0002,Windows-Server-2019,7.51,1277,4096,31.18,895.06,4193.31,74.86,417.4,9116.9,0,93,11167,0,
2026-03-24T12:31:00+00:00,ATM-GB-0003,host-atm-gb-0003,Windows-Server-2019,7.55,1185,4096,28.93,747.14,2826.14,195.75,5943.44,2741.78,0,112,71537,0,
2026-03-24T12:31:00+00:00,ATM-GB-0004,host-atm-gb-0004,Windows-Server-2019,27.76,736,4096,17.97,4901.5,3241.69,84.09,4839.64,1605.38,0,90,70459,0,
2026-03-24T12:32:00+00:00,ATM-GB-0001,host-atm-gb-0001,Windows-Server-2019,31.71,784,4096,19.14,326.77,4593.36,167.25,2381.17,7966.23,0,118,8515,0,
2026-03-24T12:32:00+00:00,ATM-GB-0002,host-atm-gb-0002,Windows-Server-2019,14.76,724,4096,17.68,4790.11,1203.94,124.56,9892.81,431.92,0,95,58999,0,
2026-03-24T12:32:00+00:00,ATM-GB-0003,host-atm-gb-0003,Windows-Server-2019,15.62,1453,4096,35.47,2348.21,4427.12,50.99,2108.93,530.87,0,119,29972,0,
2026-03-24T12:32:00+00:00,ATM-GB-0004,host-atm-gb-0004,Windows-Server-2019,23.1,1036,4096,25.29,404.63,823.36,154.93,7730.41,5469.83,0,110,63035,0,
2026-03-24T12:33:00+00:00,ATM-GB-0001,host-atm-gb-0001,Windows-Server-2019,22.77,923,4096,22.53,2546.84,900.11,73.0,6594.87,2476.87,0,89,72603,0,
2026-03-24T12:33:00+00:00,ATM-GB-0002,host-atm-gb-0002,Windows-Server-2019,39.16,678,4096,16.55,3402.91,2148.13,153.02,4785.36,7337.4,0,115,30442,0,
2026-03-24T12:33:00+00:00,ATM-GB-0003,host-atm-gb-0003,Windows-Server-2019,31.92,1441,4096,35.18,4497.62,2853.56,43.26,1989.66,8315.52,0,87,63332,0,
2026-03-24T12:33:00+00:00,ATM-GB-0004,host-atm-gb-0004,Windows-Server-2019,14.01,1095,4096,26.73,3366.52,4457.27,153.55,7792.53,808.63,0,94,31246,0,
2026-03-24T12:34:00+00:00,ATM-GB-0001,host-atm-gb-0001,Windows-Server-2019,21.25,945,4096,23.07,2526.04,1288.64,100.83,9914.92,2789.61,0,91,78345,0,
2026-03-24T12:34:00+00:00,ATM-GB-0002,host-atm-gb-0002,Windows-Server-2019,15.86,529,4096,12.92,4962.9,2900.0,59.28,5796.94,2806.65,0,90,86136,0,
2026-03-24T12:34:00+00:00,ATM-GB-0003,host-atm-gb-0003,Windows-Server-2019,37.08,782,4096,19.09,4348.73,239.83,89.02,4838.21,1050.07,0,107,11692,0,
2026-03-24T12:34:00+00:00,ATM-GB-0004,host-atm-gb-0004,Windows-Server-2019,24.14,1416,4096,34.57,3321.68,1956.11,38.18,9425.68,2435.52,0,92,70461,0,
2026-03-24T12:35:00+00:00,ATM-GB-0001,host-atm-gb-0001,Windows-Server-2019,18.49,1431,4096,34.94,4182.84,2419.67,88.44,4757.0,8031.42,0,102,69588,0,
2026-03-24T12:35:00+00:00,ATM-GB-0002,host-atm-gb-0002,Windows-Server-2019,28.5,1486,4096,36.28,3412.13,704.93,58.84,4948.7,2580.91,0,93,64424,0,
2026-03-24T12:35:00+00:00,ATM-GB-0003,host-atm-gb-0003,Windows-Server-2019,30.44,1396,4096,34.08,1838.61,2231.17,31.58,8196.1,1167.12,0,96,49395,0,
2026-03-24T12:35:00+00:00,ATM-GB-0004,host-atm-gb-0004,Windows-Server-2019,6.58,1294,4096,31.59,2711.05,2095.8,158.27,6189.71,9554.41,0,107,49837,0,
2026-03-24T12:36:00+00:00,ATM-GB-0001,host-atm-gb-0001,Windows-Server-2019,29.6,596,4096,14.55,3570.57,2441.05,77.62,3478.38,1057.69,0,96,51159,0,
2026-03-24T12:36:00+00:00,ATM-GB-0002,host-atm-gb-0002,Windows-Server-2019,39.6,1115,4096,27.22,3160.47,3565.79,114.49,9263.7,6839.93,0,87,78029,0,
2026-03-24T12:36:00+00:00,ATM-GB-0003,host-atm-gb-0003,Windows-Server-2019,36.53,1020,4096,24.9,816.27,1907.03,112.1,722.98,9358.88,0,120,74079,0,
2026-03-24T12:36:00+00:00,ATM-GB-0004,host-atm-gb-0004,Windows-Server-2019,28.93,1233,4096,30.1,1248.85,1184.86,61.26,4376.4,2043.66,0,110,66855,0,
2026-03-24T12:37:00+00:00,ATM-GB-0001,host-atm-gb-0001,Windows-Server-2019,15.88,1439,4096,35.13,1424.15,4285.28,81.02,6359.1,6665.36,0,116,65183,0,
2026-03-24T12:37:00+00:00,ATM-GB-0002,host-atm-gb-0002,Windows-Server-2019,18.43,616,4096,15.04,2422.35,488.28,154.48,1342.65,3997.87,0,96,35482,0,
2026-03-24T12:37:00+00:00,ATM-GB-0003,host-atm-gb-0003,Windows-Server-2019,16.95,671,4096,16.38,472.67,449.77,178.3,8593.38,9166.23,0,82,28531,0,
2026-03-24T12:37:00+00:00,ATM-GB-0004,host-atm-gb-0004,Windows-Server-2019,25.53,1323,4096,32.3,3081.63,3179.82,51.27,3602.6,8268.13,0,83,26737,0,
2026-03-24T12:38:00+00:00,ATM-GB-0001,host-atm-gb-0001,Windows-Server-2019,20.32,749,4096,18.29,4969.16,2136.29,179.8,4004.68,5068.0,0,96,12091,0,
2026-03-24T12:38:00+00:00,ATM-GB-0002,host-atm-gb-0002,Windows-Server-2019,18.57,911,4096,22.24,4899.14,3767.9,27.98,7934.22,7310.06,0,119,37928,0,
2026-03-24T12:38:00+00:00,ATM-GB-0003,host-atm-gb-0003,Windows-Server-2019,27.14,867,4096,21.17,1745.07,3166.61,59.64,965.0,9194.18,0,101,20298,0,
2026-03-24T12:38:00+00:00,ATM-GB-0004,host-atm-gb-0004,Windows-Server-2019,34.77,807,4096,19.7,374.19,2122.9,151.53,6814.17,338.98,0,92,27498,0,
2026-03-24T12:39:00+00:00,ATM-GB-0001,host-atm-gb-0001,Windows-Server-2019,24.98,1303,4096,31.81,4911.05,4700.79,186.5,3283.17,1146.89,0,106,75051,0,
2026-03-24T12:39:00+00:00,ATM-GB-0002,host-atm-gb-0002,Windows-Server-2019,6.66,1168,4096,28.52,733.52,98.81,145.04,9686.03,8779.58,0,82,68998,0,
2026-03-24T12:39:00+00:00,ATM-GB-0003,host-atm-gb-0003,Windows-Server-2019,8.1,778,4096,18.99,3116.33,4917.11,169.06,9285.57,5252.1,0,83,26601,0,
2026-03-24T12:39:00+00:00,ATM-GB-0004,host-atm-gb-0004,Windows-Server-2019,23.09,464,4096,11.33,1142.85,3790.33,190.71,6578.27,2011.71,0,89,81056,0,
2026-03-24T12:40:00+00:00,ATM-GB-0001,host-atm-gb-0001,Windows-Server-2019,9.32,1063,4096,25.95,763.28,1319.12,109.87,2752.32,5170.4,0,104,55370,0,
2026-03-24T12:40:00+00:00,ATM-GB-0002,host-atm-gb-0002,Windows-Server-2019,32.88,943,4096,23.02,4572.74,2858.91,66.35,2969.7,9676.11,0,84,84617,0,
2026-03-24T12:40:00+00:00,ATM-GB-0003,host-atm-gb-0003,Windows-Server-2019,9.95,446,4096,10.89,1621.91,3327.57,53.61,3603.99,600.99,0,118,62367,0,
2026-03-24T12:40:00+00:00,ATM-GB-0004,host-atm-gb-0004,Windows-Server-2019,13.45,797,4096,19.46,1529.48,4755.2,103.29,8670.08,730.07,0,115,15007,0,
2026-03-24T12:41:00+00:00,ATM-GB-0001,host-atm-gb-0001,Windows-Server-2019,26.31,698,4096,17.04,4698.68,169.94,58.69,917.94,3238.24,0,115,8561,0,
2026-03-24T12:41:00+00:00,ATM-GB-0002,host-atm-gb-0002,Windows-Server-2019,23.9,929,4096,22.68,3133.87,1674.61,190.83,988.01,7019.2,0,113,75415,0,
2026-03-24T12:41:00+00:00,ATM-GB-0003,host-atm-gb-0003,Windows-Server-2019,39.56,1381,4096,33.72,117.98,180.66,12.08,8234.82,1426.69,0,113,73401,0,
2026-03-24T12:41:00+00:00,ATM-GB-0004,host-atm-gb-0004,Windows-Server-2019,9.24,1357,4096,33.13,4929.11,4081.28,137.3,3544.09,6523.24,0,86,79303,0,
2026-03-24T12:42:00+00:00,ATM-GB-0001,host-atm-gb-0001,Windows-Server-2019,29.06,1157,4096,28.25,1825.17,705.41,41.48,9296.73,7043.94,0,101,52397,0,
2026-03-24T12:42:00+00:00,ATM-GB-0002,host-atm-gb-0002,Windows-Server-2019,6.55,1228,4096,29.98,2812.73,611.35,179.28,3871.65,4160.33,0,109,11532,0,
2026-03-24T12:42:00+00:00,ATM-GB-0003,host-atm-gb-0003,Windows-Server-2019,16.66,503,4096,12.28,3131.19,1952.88,120.7,4081.33,7004.84,0,98,16096,0,
2026-03-24T12:42:00+00:00,ATM-GB-0004,host-atm-gb-0004,Windows-Server-2019,30.36,836,4096,20.41,446.56,439.98,178.84,698.59,1546.06,0,97,85836,0,
2026-03-24T12:43:00+00:00,ATM-GB-0001,host-atm-gb-0001,Windows-Server-2019,17.31,501,4096,12.23,1888.62,1704.86,124.65,9821.06,8278.73,0,87,61030,0,
2026-03-24T12:43:00+00:00,ATM-GB-0002,host-atm-gb-0002,Windows-Server-2019,25.33,888,4096,21.68,1337.25,320.16,187.62,1395.57,6340.22,0,100,51676,0,
2026-03-24T12:43:00+00:00,ATM-GB-0003,host-atm-gb-0003,Windows-Server-2019,9.08,620,4096,15.14,821.59,3076.26,52.75,8098.07,2197.27,0,96,61466,0,
2026-03-24T12:43:00+00:00,ATM-GB-0004,host-atm-gb-0004,Windows-Server-2019,6.63,506,4096,12.35,1353.5,1784.15,152.51,105.97,7081.77,0,113,49712,0,
2026-03-24T12:44:00+00:00,ATM-GB-0001,host-atm-gb-0001,Windows-Server-2019,15.29,1172,4096,28.61,3891.32,722.96,109.72,6823.44,8871.49,0,113,39455,0,
2026-03-24T12:44:00+00:00,ATM-GB-0002,host-atm-gb-0002,Windows-Server-2019,35.78,1244,4096,30.37,3058.67,3146.7,163.43,4194.95,7644.16,0,95,48195,0,
2026-03-24T12:44:00+00:00,ATM-GB-0003,host-atm-gb-0003,Windows-Server-2019,20.88,1145,4096,27.95,2216.12,373.19,160.86,2523.66,8108.69,0,117,83341,0,
2026-03-24T12:44:00+00:00,ATM-GB-0004,host-atm-gb-0004,Windows-Server-2019,22.46,1433,4096,34.99,3912.86,2517.66,82.51,4212.32,2807.8,0,114,31536,0,
2026-03-24T12:45:00+00:00,ATM-GB-0001,host-atm-gb-0001,Windows-Server-2019,5.02,492,4096,12.01,4490.46,4409.17,40.28,8055.09,3894.97,0,115,12155,0,
2026-03-24T12:45:00+00:00,ATM-GB-0002,host-atm-gb-0002,Windows-Server-2019,25.18,409,4096,9.99,4050.04,4466.24,176.55,1463.65,8065.58,0,105,33285,0,
2026-03-24T12:45:00+00:00,ATM-GB-0003,host-atm-gb-0003,Windows-Server-2019,34.27,1069,4096,26.1,545.09,3075.01,43.82,1883.34,8899.59,0,118,67550,0,
2026-03-24T12:45:00+00:00,ATM-GB-0004,host-atm-gb-0004,Windows-Server-2019,12.87,1089,4096,26.59,4990.26,2157.53,169.36,6512.3,1529.28,0,120,67569,0,
2026-03-24T12:46:00+00:00,ATM-GB-0001,host-atm-gb-0001,Windows-Server-2019,29.54,660,4096,16.11,3688.12,3117.01,100.85,4651.36,2720.51,0,118,76377,0,
2026-03-24T12:46:00+00:00,ATM-GB-0002,host-atm-gb-0002,Windows-Server-2019,8.71,1475,4096,36.01,2537.34,4537.47,64.34,3275.86,150.84,0,120,53583,0,
2026-03-24T12:46:00+00:00,ATM-GB-0003,host-atm-gb-0003,Windows-Server-2019,21.66,988,4096,24.12,3218.53,557.87,193.01,2136.24,846.16,0,107,38898,0,
2026-03-24T12:46:00+00:00,ATM-GB-0004,host-atm-gb-0004,Windows-Server-2019,15.43,912,4096,22.27,2434.59,4693.53,13.26,905.95,9541.36,0,111,67281,0,
2026-03-24T12:47:00+00:00,ATM-GB-0001,host-atm-gb-0001,Windows-Server-2019,6.23,795,4096,19.41,3031.68,1667.64,113.54,2958.45,8674.93,0,80,22361,0,
2026-03-24T12:47:00+00:00,ATM-GB-0002,host-atm-gb-0002,Windows-Server-2019,29.06,1346,4096,32.86,2629.33,1611.14,142.43,9481.07,4896.7,0,109,76075,0,
2026-03-24T12:47:00+00:00,ATM-GB-0003,host-atm-gb-0003,Windows-Server-2019,13.48,1404,4096,34.28,1206.47,215.51,170.62,8666.78,5827.75,0,98,12633,0,
2026-03-24T12:47:00+00:00,ATM-GB-0004,host-atm-gb-0004,Windows-Server-2019,5.73,1210,4096,29.54,4525.33,3899.28,98.84,8811.64,2569.75,0,108,56342,0,
2026-03-24T12:48:00+00:00,ATM-GB-0001,host-atm-gb-0001,Windows-Server-2019,33.57,825,4096,20.14,739.23,1827.1,122.74,4284.92,2423.3,0,113,49655,0,
2026-03-24T12:48:00+00:00,ATM-GB-0002,host-atm-gb-0002,Windows-Server-2019,30.86,1081,4096,26.39,1297.33,1719.96,59.68,3913.73,4869.54,0,103,42978,0,
2026-03-24T12:48:00+00:00,ATM-GB-0003,host-atm-gb-0003,Windows-Server-2019,8.85,988,4096,24.12,4445.42,2050.31,71.0,1299.47,2903.84,0,93,42478,0,
2026-03-24T12:48:00+00:00,ATM-GB-0004,host-atm-gb-0004,Windows-Server-2019,33.79,437,4096,10.67,3014.59,2874.24,71.61,5521.53,9884.42,0,96,49609,0,
2026-03-24T12:49:00+00:00,ATM-GB-0001,host-atm-gb-0001,Windows-Server-2019,34.52,772,4096,18.85,2447.09,16.69,159.04,5863.79,4594.01,0,109,6667,0,
2026-03-24T12:49:00+00:00,ATM-GB-0002,host-atm-gb-0002,Windows-Server-2019,6.53,868,4096,21.19,3178.11,1542.15,177.47,4766.64,4674.02,0,100,38881,0,
2026-03-24T12:49:00+00:00,ATM-GB-0003,host-atm-gb-0003,Windows-Server-2019,21.64,838,4096,20.46,4233.35,1566.76,162.16,4268.09,2139.33,0,99,83677,0,
2026-03-24T12:49:00+00:00,ATM-GB-0004,host-atm-gb-0004,Windows-Server-2019,11.67,1276,4096,31.15,2040.94,2746.92,15.97,6567.28,3012.62,0,94,29630,0,
2026-03-24T12:50:00+00:00,ATM-GB-0001,host-atm-gb-0001,Windows-Server-2019,33.57,1268,4096,30.96,4280.07,1142.15,161.92,1612.92,6610.25,0,114,75825,0,
2026-03-24T12:50:00+00:00,ATM-GB-0002,host-atm-gb-0002,Windows-Server-2019,21.05,859,4096,20.97,2958.95,4315.74,135.44,5360.51,2018.55,0,105,32130,0,
2026-03-24T12:50:00+00:00,ATM-GB-0003,host-atm-gb-0003,Windows-Server-2019,10.57,673,4096,16.43,3137.02,980.83,19.99,6636.51,270.27,0,100,4138,0,
2026-03-24T12:50:00+00:00,ATM-GB-0004,host-atm-gb-0004,Windows-Server-2019,17.63,1004,4096,24.51,2396.55,3619.9,123.62,3073.59,2109.0,0,98,70220,0,
2026-03-24T12:51:00+00:00,ATM-GB-0001,host-atm-gb-0001,Windows-Server-2019,31.78,891,4096,21.75,4418.04,812.87,88.03,6282.17,8949.32,0,96,53345,0,
2026-03-24T12:51:00+00:00,ATM-GB-0002,host-atm-gb-0002,Windows-Server-2019,11.41,718,4096,17.53,2874.33,3485.85,76.8,9686.12,9904.67,0,119,62048,0,
2026-03-24T12:51:00+00:00,ATM-GB-0003,host-atm-gb-0003,Windows-Server-2019,38.36,1088,4096,26.56,1526.09,2123.37,142.27,9760.86,1060.19,0,106,14744,0,
2026-03-24T12:51:00+00:00,ATM-GB-0004,host-atm-gb-0004,Windows-Server-2019,35.55,826,4096,20.17,1656.6,4806.09,62.87,3380.04,9138.75,0,114,58142,0,
2026-03-24T12:52:00+00:00,ATM-GB-0001,host-atm-gb-0001,Windows-Server-2019,25.1,939,4096,22.92,3309.27,3577.43,49.8,6833.99,8742.02,0,93,48553,0,
2026-03-24T12:52:00+00:00,ATM-GB-0002,host-atm-gb-0002,Windows-Server-2019,9.62,1433,4096,34.99,2406.24,104.54,68.17,3164.59,8445.37,0,90,78383,0,
2026-03-24T12:52:00+00:00,ATM-GB-0003,host-atm-gb-0003,Windows-Server-2019,32.98,737,4096,17.99,2282.82,919.38,165.27,7100.71,2393.32,0,100,79294,0,
2026-03-24T12:52:00+00:00,ATM-GB-0004,host-atm-gb-0004,Windows-Server-2019,16.61,1310,4096,31.98,1300.25,2535.92,190.16,5110.34,3350.29,0,105,39146,0,
2026-03-24T12:53:00+00:00,ATM-GB-0001,host-atm-gb-0001,Windows-Server-2019,6.1,1320,4096,32.23,1635.54,2418.1,48.78,1392.34,3171.92,0,82,73918,0,
2026-03-24T12:53:00+00:00,ATM-GB-0002,host-atm-gb-0002,Windows-Server-2019,29.99,887,4096,21.66,70.2,2743.44,114.06,9403.58,4319.69,0,110,32273,0,
2026-03-24T12:53:00+00:00,ATM-GB-0003,host-atm-gb-0003,Windows-Server-2019,30.4,1114,4096,27.2,2646.39,1350.56,97.04,2967.51,6458.91,0,92,61729,0,
2026-03-24T12:53:00+00:00,ATM-GB-0004,host-atm-gb-0004,Windows-Server-2019,6.24,1037,4096,25.32,4208.14,2238.18,151.49,8746.92,865.87,0,93,28271,0,
2026-03-24T12:54:00+00:00,ATM-GB-0001,host-atm-gb-0001,Windows-Server-2019,35.9,1307,4096,31.91,2096.73,2577.16,194.66,7987.66,6445.63,0,80,63880,0,
2026-03-24T12:54:00+00:00,ATM-GB-0002,host-atm-gb-0002,Windows-Server-2019,28.14,986,4096,24.07,4084.01,3048.27,60.69,4093.99,6362.78,0,85,14964,0,
2026-03-24T12:54:00+00:00,ATM-GB-0003,host-atm-gb-0003,Windows-Server-2019,34.3,1296,4096,31.64,618.65,1353.79,92.96,1073.36,9672.86,0,91,28489,0,
2026-03-24T12:54:00+00:00,ATM-GB-0004,host-atm-gb-0004,Windows-Server-2019,18.43,1007,4096,24.58,1086.05,1105.94,109.01,8872.25,6344.86,0,100,13161,0,
2026-03-24T12:55:00+00:00,ATM-GB-0001,host-atm-gb-0001,Windows-Server-2019,33.56,563,4096,13.75,3451.55,2613.46,87.31,250.39,522.69,0,107,54013,0,
2026-03-24T12:55:00+00:00,ATM-GB-0002,host-atm-gb-0002,Windows-Server-2019,35.47,1114,4096,27.2,2826.0,3484.52,98.09,7581.83,1388.23,0,82,34328,0,
2026-03-24T12:55:00+00:00,ATM-GB-0003,host-atm-gb-0003,Windows-Server-2019,7.78,584,4096,14.26,4748.58,3449.52,162.76,7952.78,15.94,0,118,33177,0,
2026-03-24T12:55:00+00:00,ATM-GB-0004,host-atm-gb-0004,Windows-Server-2019,25.97,512,4096,12.5,3210.13,2101.31,168.14,8229.28,1931.26,0,85,82016,0,
2026-03-24T12:56:00+00:00,ATM-GB-0001,host-atm-gb-0001,Windows-Server-2019,31.72,727,4096,17.75,2577.19,4562.07,94.33,2503.31,7637.69,0,101,12220,0,
2026-03-24T12:56:00+00:00,ATM-GB-0002,host-atm-gb-0002,Windows-Server-2019,5.75,1174,4096,28.66,3379.59,1800.49,164.39,8335.21,5435.55,0,86,33043,0,
2026-03-24T12:56:00+00:00,ATM-GB-0003,host-atm-gb-0003,Windows-Server-2019,31.86,1455,4096,35.52,3329.45,3111.86,118.54,7572.13,4741.66,0,81,50287,0,
